"Strains","gene","aa_percent","id_ori","serotype","source","fasta_name","gene_class","species"
"Streptococcus_pneumoniae_23BL","pce/cbpE",93.5,"Streptococcus pneumoniae_IDN_23BL","19F","IPD","Streptococcus_pneumoniae_23BL.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_23BL","cbpG",0,"Streptococcus pneumoniae_IDN_23BL","19F","IPD","Streptococcus_pneumoniae_23BL.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_23BL","pspA",0,"Streptococcus pneumoniae_IDN_23BL","19F","IPD","Streptococcus_pneumoniae_23BL.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_23BL","zmpC",0,"Streptococcus pneumoniae_IDN_23BL","19F","IPD","Streptococcus_pneumoniae_23BL.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_23BL","msrA/B.pilB",0,"Streptococcus pneumoniae_IDN_23BL","19F","IPD","Streptococcus_pneumoniae_23BL.fasta","Adherence","Streptococcus agalactiae NEM316"
"Streptococcus_pneumoniae_KBR0031","pfbA",87.4,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_KBR0031","nanB",98.9,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","psaA",99.7,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Nutritional/Metabolic factor","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","iga",92.2,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","pavB/pfbB",99.2,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_KBR0031","cbpD",98.7,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","hasC",84.8,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Immune modulation","Streptococcus pyogenes M1 GAS"
"Streptococcus_pneumoniae_KBR0031","srtC-3/srtD",100,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","srtC-2/srtC",95.6,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","srtC-1/srtB",93.6,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","rrgC",97.2,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","rrgB",99.8,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","rrgA",98.5,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","gndA (non-streptococcal)",70.6,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Nutritional/Metabolic factor","Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044"
"Streptococcus_pneumoniae_KBR0031","cpsI (non-streptococcal)",72.6,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Immune modulation","Enterococcus faecalis V583"
"Streptococcus_pneumoniae_KBR0031","cps4D",93.8,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","cpsC",86.5,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","cps4B",86.8,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","cps4A",94.4,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","hysA",98.5,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","lytA",99.7,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","ply",100,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Exotoxin","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","srtG1",100,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_KBR0031","pitB",100,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_KBR0031","sipA",100,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_KBR0031","pavA",99.3,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_KBR0031","pce/cbpE",93.5,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","cbpG",0,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","pspA",0,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","zmpC",0,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_KBR0031","msrA/B.pilB",0,"Streptococcus pneumoniae_IDN_KBR0031","19F","Carriage","Streptococcus_pneumoniae_KBR0031.fasta","Adherence","Streptococcus agalactiae NEM316"
"Streptococcus_pneumoniae_MA0208A","pfbA",99.4,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_MA0208A","nanB",99.4,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","psaA",99.7,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Nutritional/Metabolic factor","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","iga",83.4,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","pavB/pfbB",84.6,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_MA0208A","cbpD",82.4,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","hasC",85.9,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Immune modulation","Streptococcus pyogenes M1 GAS"
"Streptococcus_pneumoniae_MA0208A","srtC-3/srtD",0,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","srtC-2/srtC",0,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","srtC-1/srtB",0,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","rrgC",0,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","rrgB",0,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","rrgA",0,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","gndA (non-streptococcal)",70.8,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Nutritional/Metabolic factor","Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044"
"Streptococcus_pneumoniae_MA0208A","cpsI (non-streptococcal)",0,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Immune modulation","Enterococcus faecalis V583"
"Streptococcus_pneumoniae_MA0208A","cps4D",0,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","cpsC",89.1,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","cps4B",84.2,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","cps4A",91.1,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","hysA",96.8,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","lytA",100,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","ply",100,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Exotoxin","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","srtG1",0,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_MA0208A","pitB",0,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_MA0208A","sipA",0,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_MA0208A","pavA",99.3,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_MA0208A","pce/cbpE",89.4,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","cbpG",98,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","pspA",0,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","zmpC",0,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_MA0208A","msrA/B.pilB",0,"Streptococcus pneumoniae_IDN_MA0208A","003","Carriage","Streptococcus_pneumoniae_MA0208A.fasta","Adherence","Streptococcus agalactiae NEM316"
"Streptococcus_pneumoniae_12819835","pfbA",99.4,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_12819835","nanB",0,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","psaA",99.7,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Nutritional/Metabolic factor","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","iga",0,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","pavB/pfbB",96.8,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_12819835","cbpD",95.8,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","hasC",85.9,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Immune modulation","Streptococcus pyogenes M1 GAS"
"Streptococcus_pneumoniae_12819835","srtC-3/srtD",0,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","srtC-2/srtC",0,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","srtC-1/srtB",0,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","rrgC",0,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","rrgB",0,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","rrgA",0,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","gndA (non-streptococcal)",70.8,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Nutritional/Metabolic factor","Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044"
"Streptococcus_pneumoniae_12819835","cpsI (non-streptococcal)",0,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Immune modulation","Enterococcus faecalis V583"
"Streptococcus_pneumoniae_12819835","cps4D",91.7,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","cpsC",89.1,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","cps4B",78.2,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","cps4A",96.1,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","hysA",98.4,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","lytA",100,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","ply",100,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Exotoxin","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","srtG1",0,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_12819835","pitB",0,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_12819835","sipA",0,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Adherence","Streptococcus pneumoniae Taiwan19F-14"
"Streptococcus_pneumoniae_12819835","pavA",99.1,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_12819835","pce/cbpE",93.8,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","cbpG",97,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Adherence","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","pspA",0,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","zmpC",0,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_12819835","msrA/B.pilB",0,"Streptococcus pneumoniae_IDN_12819835","003","IPD","Streptococcus_pneumoniae_12819835.fasta","Adherence","Streptococcus agalactiae NEM316"
"Streptococcus_pneumoniae_RID204","pfbA",99.2,"Streptococcus pneumoniae_IDN_RID204","06B","Carriage","Streptococcus_pneumoniae_RID204.fasta","Adherence","Streptococcus pneumoniae R6"
"Streptococcus_pneumoniae_RID204","nanB",100,"Streptococcus pneumoniae_IDN_RID204","06B","Carriage","Streptococcus_pneumoniae_RID204.fasta","Exoenzyme","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RID204","psaA",99.7,"Streptococcus pneumoniae_IDN_RID204","06B","Carriage","Streptococcus_pneumoniae_RID204.fasta","Nutritional/Metabolic factor","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RID204","iga",86.1,"Streptococcus pneumoniae_IDN_RID204","06B","Carriage","Streptococcus_pneumoniae_RID204.fasta","Immune modulation","Streptococcus pneumoniae TIGR4"
"Streptococcus_pneumoniae_RID204","pavB/pfbB",99.3,"Streptococcus pneumoniae_IDN_RID204","06B","Carriage","Streptococcus_pneumoniae_RID204.fasta","Adherence","Streptococcus pneumoniae R6"
